customer_id,pred_uplift,p_if_treated,p_if_control,treatment,outcome
7476,0.29873606150022375,0.7788535348110355,0.4801174733108117,1,0
7366,0.29794535188368254,0.8824791039008995,0.5845337520172169,1,1
9206,0.29584924327738904,0.8129241507806381,0.517074907503249,0,1
3104,0.29453190056888556,0.8770787465861415,0.5825468460172559,1,0
988,0.2938838047773822,0.8049181604534301,0.5110343556760479,0,0
5628,0.2921655803081977,0.7961753735358968,0.5040097932276991,1,1
3412,0.2919263893747049,0.7189416602238454,0.42701527084914054,0,1
7270,0.29135425458326986,0.7401888444295395,0.4488345898462696,1,1
1150,0.2904983609387958,0.830023900962308,0.5395255400235123,0,1
7233,0.2888316860182345,0.8154496650839367,0.5266179790657022,1,1
9606,0.2888160002444611,0.8038920135773653,0.5150760133329042,1,1
10846,0.2853237979239754,0.6346426530274886,0.3493188551035132,0,1
5153,0.2844061180259926,0.8627749746390054,0.5783688566130128,1,1
4127,0.2844061180259926,0.8627749746390054,0.5783688566130128,1,1
1245,0.2835239874714987,0.7543712691395056,0.4708472816680069,0,1
2561,0.2835239874714987,0.7543712691395056,0.4708472816680069,1,1
1990,0.2828140505141451,0.7963994359863782,0.5135853854722331,1,1
1685,0.28185956187445105,0.7918763083958333,0.5100167465213823,1,1
8026,0.28066909190895967,0.6716864456213182,0.3910173537123585,1,0
6606,0.2792248240170814,0.7496485212805497,0.47042369726346833,1,1
3202,0.27812810356566164,0.7111344249264622,0.43300632136080053,1,0
955,0.2775196512480037,0.5730904188267039,0.29557076757870016,0,0
1592,0.276803845145002,0.860479533496424,0.583675688351422,1,1
4058,0.27375079275208347,0.7315457703608494,0.457794977608766,1,0
4856,0.27249139706893555,0.8613115167452268,0.5888201196762912,1,1
8779,0.2701698914653792,0.5522459097478439,0.28207601828246476,0,0
1173,0.2676894241246417,0.8197829711166066,0.5520935469919649,0,1
5735,0.26684271999470455,0.8381794190617166,0.571336699067012,0,0
4686,0.26634839869882265,0.8454024499846174,0.5790540512857948,1,1
2521,0.2659533562883552,0.5343495996735631,0.2683962433852079,1,0
4827,0.26530000867089254,0.6360844985021984,0.37078448983130585,0,0
4767,0.26404367102086135,0.8250313649161566,0.5609876938952952,1,1
10521,0.26371201818474943,0.5526528794579438,0.2889408612731944,1,1
3225,0.2621416135999877,0.5392745615215314,0.2771329479215437,1,0
6963,0.26203160343503074,0.7740356705072208,0.51200406707219,0,1
3334,0.26101428108763847,0.859978869799487,0.5989645887118485,1,1
1340,0.2604497889754489,0.857314996724519,0.5968652077490701,0,1
697,0.25823356888664983,0.8329315484144827,0.5746979795278329,1,1
837,0.2581131596022069,0.5440513738810921,0.28593821427888527,0,1
6218,0.25744917994755234,0.6363122091169603,0.37886302916940795,0,0
2975,0.2572669487168172,0.8385032522226553,0.5812363035058381,1,1
8346,0.25661716894163283,0.5789283689286767,0.3223111999870439,1,0
4543,0.25503108346912573,0.8340045465434494,0.5789734630743236,1,1
8911,0.2548567423865962,0.6562430319230798,0.40138628953648353,1,1
5453,0.25439398677837766,0.8552257185720951,0.6008317317937174,1,1
4137,0.2537421777045569,0.6948804419112135,0.4411382642066565,1,1
8143,0.2533291342484229,0.5687464704606435,0.3154173362122206,0,0
6421,0.2521041043995794,0.8496844388139144,0.597580334414335,1,1
3139,0.25152947070479703,0.810085030662982,0.558555559958185,0,1
9743,0.2504437533859074,0.821213860999987,0.5707701076140796,1,0
5721,0.25043247549312986,0.844068738921916,0.5936362634287862,0,1
6343,0.24929732528413617,0.8410398327577676,0.5917425074736314,1,1
