customer_id,pred_uplift,p_if_treated,p_if_control,treatment,outcome
340,0.32640776506777125,0.7924493987025074,0.48509760661116286,1,1
6424,0.3250148171625216,0.4167947321574076,0.26623045184336047,0,0
3412,0.32350540332291733,0.7321673970302299,0.44513041874660286,0,1
2942,0.322329237388842,0.6727757390680129,0.37342205540219553,0,0
6072,0.3142795604966004,0.9198468899462849,0.5986927775708708,1,1
4399,0.3105594348581511,0.6978189810902169,0.4457855163183859,0,0
9888,0.3105594348581511,0.6978189810902169,0.4457855163183859,1,1
2975,0.3073681859700185,0.8508693314999651,0.6059668367110401,1,1
5011,0.3072029644250221,0.5934274481119653,0.41859206732384235,1,0
1772,0.3051089159381055,0.9331158697167804,0.625504639387551,1,1
