id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,customer_id,prior_accepts,accepted_any_prior,response_last_campaign,campaign_touch_total,children,total_spend,high_recency,web_loyal,store_loyal,deal_engaged,web_heavy,catalog_engaged,revenue_band,education_phd,education_master,education_graduation,married,single,treatment,outcome,true_uplift_logit,p_if_treated,p_if_control,pred_uplift,propensity
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,8036,0,False,0,1,2,63,1,0,0,1,0,0,11,0,0,0,1,0,0,1,0.8500000000000001,0.4811012843994818,0.23773476431360194,0.333003885728949,0.3986191661831662
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,5726,0,False,0,1,1,60,1,0,0,1,0,0,11,0,1,0,0,1,0,0,1.19,0.4901227665574416,0.2465389942644749,0.33012875225751337,0.40889350847903844
9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,9516,2,True,1,3,0,1229,0,1,1,0,0,1,11,0,0,0,0,1,1,1,1.15,0.7854990497963302,0.4753878348729463,0.32676516048161963,0.6732933430067832
2798,1977,PhD,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,2798,3,True,1,4,0,1240,0,1,1,0,0,1,11,1,0,0,1,0,1,1,1.33,0.9007590303619132,0.5636946463569318,0.3260815187328167,0.7419911627347954
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,2521,1,True,1,2,1,59,1,0,0,0,0,0,11,0,1,0,1,0,1,0,1.74,0.5459020822992606,0.27254159312858,0.32035588632654344,0.4406622874009591
6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,6205,0,False,1,1,1,80,1,0,0,1,0,0,11,0,1,0,0,1,0,0,1.54,0.5034046075408994,0.26580178613430133,0.31881216509177535,0.4381769031905598
10507,1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,10507,1,True,0,2,1,797,1,0,1,1,1,0,11,0,0,0,0,1,0,0,0.96,0.7464537179128892,0.4053136372436668,0.31603104481683086,0.5273658923089277
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,10972,2,True,0,3,0,939,0,0,1,0,0,1,11,0,0,1,0,1,1,1,1.02,0.7831343250543693,0.468346852381168,0.3149621118888484,0.6234369401856144
8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,8132,1,True,0,2,2,661,0,1,1,1,0,0,11,1,0,0,1,0,1,0,0.5800000000000001,0.7147010314614339,0.3999505326947945,0.31306901494342243,0.5691359071938004
9353,1959,Graduation,Single,62450.0,0,1,2014-01-06,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,3,11,0,9353,1,True,0,2,1,995,0,1,0,0,0,1,11,0,0,1,0,1,1,0,0.84,0.7583403304544319,0.3915875052280415,0.31190561654470134,0.5478479870146805
1079,1971,PhD,Married,71969.0,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,3,11,0,1079,1,True,0,2,1,1086,0,0,1,1,1,1,11,1,0,0,1,0,1,0,0.65,0.7896419192587342,0.4589531542348065,0.30915048211435386,0.548624567786799
837,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,837,0,False,0,1,2,174,1,0,1,1,0,0,11,0,0,1,1,0,0,1,0.77,0.5560010467715082,0.2765138277449326,0.3063193933603409,0.5019634975807046
8143,1985,PhD,Single,37929.0,0,0,2013-07-30,49,202,2,46,3,2,10,2,4,2,5,7,0,1,0,1,0,0,3,11,1,8143,2,True,1,3,0,265,0,0,1,0,0,0,11,1,0,0,0,1,0,0,1.31,0.5582405726446739,0.31260980255450194,0.30593998109246934,0.4737092495218761
7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,7247,1,True,0,2,1,606,0,1,1,1,0,1,11,0,0,1,0,1,1,1,1.12,0.6892494373982636,0.35729918142267814,0.3059351508025998,0.5647313268738188
4673,1963,PhD,Married,81300.0,0,1,2012-10-30,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,3,11,1,4673,1,True,1,2,1,1241,1,1,1,1,0,1,11,1,0,0,1,0,1,1,1.6999999999999995,0.8602851572180513,0.5169035332225551,0.3058728865185153,0.759108673669111
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,3,11,0,1081,0,False,0,1,3,1019,1,1,1,1,0,1,11,1,0,0,1,0,1,1,0.6900000000000001,0.6825880127221772,0.4110594601955846,0.30577866075160964,0.6584080254594843
9606,1965,PhD,Married,69969.0,0,0,2013-08-27,64,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,0,3,11,1,9606,2,True,1,3,0,1536,0,0,1,0,0,0,11,1,0,0,1,0,1,1,1.0099999999999998,0.80994273115786,0.5365373895535516,0.3048412178027819,0.6375295093398631
7476,1964,Master,Single,63972.0,0,1,2012-12-02,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,3,11,0,7476,1,True,0,2,1,1269,0,1,1,1,0,1,11,0,1,0,0,1,1,0,1.06,0.7878791770055972,0.482406502597734,0.30383286153202527,0.5733360038472795
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,8911,0,False,0,1,1,702,1,1,1,1,0,1,11,1,0,0,1,0,1,1,0.87,0.6809349004866635,0.3782389879779759,0.3015206150135883,0.5565751532392144
4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,4827,0,False,1,1,1,455,1,0,1,1,0,0,11,1,0,0,0,1,0,0,1.08,0.6353774716836686,0.3764475131535678,0.3009403561350584,0.5897582260198078
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,4137,0,False,0,1,0,1076,1,1,0,0,0,1,11,0,0,1,1,0,1,1,0.81,0.6944042915328819,0.42813678330151966,0.30019530065493316,0.6868024575573904
6770,1985,Graduation,Married,21355.0,1,0,2013-08-20,5,5,13,14,0,5,31,2,2,1,2,6,1,0,0,0,0,0,3,11,1,6770,1,True,1,2,1,68,1,0,0,0,0,0,11,0,0,1,1,0,0,0,1.8,0.5301062837728726,0.2912659885613514,0.2998658533584257,0.4856917597526891
7215,1983,Graduation,Single,101970.0,0,0,2013-03-12,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,7215,3,True,1,4,0,1135,0,1,1,0,0,1,11,0,0,1,0,1,0,1,1.5500000000000005,0.890010807669813,0.5618310117451834,0.29877570275628135,0.7751113221507471
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,6606,1,True,0,2,1,1161,1,1,1,0,1,0,11,0,1,0,1,0,1,1,0.8399999999999999,0.7603828980119848,0.47460825852629057,0.29669952445811576,0.6107699928202578
5872,1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,3,11,0,5872,0,False,0,1,1,639,1,0,1,1,0,1,11,0,0,1,0,1,0,0,1.09,0.6542189664341181,0.4054961915993621,0.2965257084870928,0.6304826310771032
955,1962,Master,Together,47175.0,1,1,2012-10-28,81,167,2,44,6,2,19,7,4,2,4,8,1,0,0,0,0,0,3,11,1,955,1,True,1,2,2,240,0,0,0,1,1,0,11,0,1,0,1,0,0,0,0.8400000000000001,0.561447339657913,0.3099466537749798,0.29452174766162403,0.5259361178302856
10521,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,10521,0,False,1,1,2,174,1,0,1,1,0,0,11,0,0,1,1,0,1,1,1.12,0.5610405235412896,0.2851942114131623,0.29336671525768476,0.5592685663743794
3009,1962,PhD,Widow,71670.0,0,0,2013-07-09,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,1,0,1,0,3,11,1,3009,3,True,1,4,0,1766,1,1,1,0,0,1,11,1,0,0,0,1,0,1,1.7800000000000002,0.8987932266586038,0.5784168225389604,0.2923810659696203,0.6951325254274644
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,1175,1,True,1,2,0,426,1,0,0,0,0,1,11,0,1,0,1,0,0,0,1.88,0.7073201004224337,0.3531929478085083,0.29182352748769086,0.5469165162352048
8216,1972,Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,8216,0,False,0,1,2,325,1,0,0,1,0,1,11,0,1,0,1,0,0,0,0.85,0.564846480747083,0.3149366660752401,0.29116550057835333,0.5320861986027314
6906,1953,Master,Widow,84953.0,0,0,2013-06-03,73,167,48,602,63,72,72,1,3,10,4,2,0,1,1,1,0,0,3,11,1,6906,3,True,1,4,0,1024,0,0,0,0,0,1,11,0,1,0,0,1,1,1,1.4900000000000002,0.8679279904186402,0.5237266295854804,0.2908804497634776,0.6336322867085527
3643,1974,Master,Married,63206.0,0,0,2014-03-20,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,3,11,0,3643,1,True,0,2,0,928,0,0,1,0,0,1,11,0,1,0,1,0,0,0,0.7799999999999999,0.775266153703158,0.4486048449872045,0.2908708779293997,0.5662030469218786
9904,1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,9904,0,False,0,1,1,1043,0,1,1,1,0,1,11,0,0,1,1,0,1,1,0.64,0.668571726015954,0.43988689641561857,0.2903312989908203,0.6680151207299055
10319,1971,Graduation,Married,66303.0,0,1,2013-02-26,56,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,3,11,0,10319,1,True,0,2,1,1286,0,0,1,1,1,1,11,0,0,1,1,0,1,0,0.87,0.7659011924616954,0.4517038012061646,0.2897792503672632,0.6267817599433753
1139,1984,PhD,Married,73356.0,0,0,2014-02-06,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,1,1,0,0,3,11,1,1139,3,True,1,4,0,1512,0,1,1,0,0,1,11,1,0,0,1,0,1,1,1.33,0.8927491485237123,0.59887301368739,0.288755635885636,0.6333524043123451
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,3050,0,False,0,1,2,235,1,0,1,1,0,0,11,0,0,1,1,0,1,0,0.77,0.5321446051769176,0.28144457439680964,0.2873450221222763,0.5581786807735074
10913,1984,Master,Single,31385.0,1,0,2012-12-05,56,3,2,12,0,1,9,1,1,0,2,8,1,0,0,0,0,0,3,11,1,10913,1,True,1,2,1,27,0,0,0,0,1,0,11,0,1,0,0,1,0,0,1.04,0.3959128861263757,0.18695287080240724,0.28534894725143933,0.3452099897392052
830,1987,PhD,Single,74004.0,0,0,2014-02-24,5,784,48,560,42,176,48,1,4,6,4,3,0,0,1,1,0,0,3,11,1,830,2,True,1,3,0,1658,1,0,0,0,0,1,11,1,0,0,0,1,1,1,1.6,0.8940529298507088,0.5500345575705394,0.28238526319779406,0.6851853181243888
1118,1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,1118,1,True,0,2,1,685,0,1,1,1,1,1,11,0,1,0,1,0,0,0,0.81,0.709536941478514,0.3562040465066041,0.28212445053165724,0.5682237147365163
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,4767,1,True,0,2,0,1363,0,1,1,0,0,1,11,0,0,0,1,0,1,1,0.62,0.8205568435624078,0.5548345781441381,0.28151194596491974,0.6120864755292428
4399,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,4399,0,False,0,1,0,1091,1,0,1,0,0,1,11,0,0,1,1,0,0,0,0.81,0.697818981090217,0.4457855163183859,0.27913439012394925,0.6667702198487779
9888,1969,Graduation,Together,68695.0,0,0,2014-06-25,3,458,81,356,106,50,40,1,4,4,7,2,0,0,0,0,0,0,3,11,0,9888,0,False,0,1,0,1091,1,0,1,0,0,1,11,0,0,1,1,0,1,1,0.81,0.697818981090217,0.4457855163183859,0.27913439012394925,0.6667702198487779
10264,1979,Graduation,Divorced,15287.0,1,0,2012-10-10,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,10264,1,True,1,2,1,31,0,0,0,0,0,0,11,0,0,1,0,1,0,0,1.35,0.3780919214354898,0.1900732120073615,0.27805535538290693,0.36555948545347766
5204,1971,Graduation,Together,74538.0,0,0,2013-06-29,21,380,98,733,110,112,28,1,8,8,5,3,0,0,1,0,0,0,3,11,1,5204,1,True,1,2,0,1461,1,1,1,0,0,1,11,0,0,1,1,0,0,1,1.6399999999999997,0.8833904211195659,0.5654191414219846,0.27791437340277364,0.7662782221231327
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,9206,1,True,0,2,1,1121,0,1,1,0,0,1,11,0,0,1,1,0,0,1,0.84,0.8087423020644446,0.5102703802351916,0.2770814845424223,0.6520784350219165
8026,1952,Graduation,Married,62998.0,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,8026,0,False,0,1,1,463,1,1,1,1,0,1,11,0,0,1,1,0,1,0,1.09,0.6780373630066228,0.38005694076755697,0.27602593390188745,0.6184995971040227
8346,1974,Graduation,Single,32233.0,1,0,2012-08-19,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,8346,1,True,1,2,1,296,1,1,0,0,1,0,11,0,0,1,0,1,1,0,1.55,0.5753827986105292,0.3389240464165551,0.2750764285554992,0.5301253043115265
8779,1985,2n Cycle,Married,36145.0,1,0,2013-06-16,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,3,11,1,8779,1,True,1,2,1,172,1,0,0,1,1,0,11,0,0,0,1,0,0,0,1.61,0.5547914056616841,0.3007694587612502,0.2750087353951816,0.5470636794079474
3412,1951,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,1,0,0,0,0,3,11,0,3412,1,True,0,2,1,957,0,0,1,1,0,0,11,0,1,0,1,0,0,1,0.92,0.7321673970302299,0.4451304187466029,0.27223503151933104,0.5302722357505397
5547,1982,PhD,Married,84169.0,0,0,2013-08-07,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,5547,2,True,1,3,0,1919,1,1,1,0,0,1,11,1,0,0,1,0,1,1,1.6,0.9394214918245668,0.61987235088873,0.270865081814581,0.7609100046902888
7366,1982,Master,Single,75777.0,0,0,2013-07-04,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,0,3,11,1,7366,2,True,1,3,0,1438,1,0,1,0,0,1,11,0,1,0,0,1,1,1,1.7599999999999998,0.8800829153286239,0.5933745437782089,0.27031598320985173,0.7156782552017169
2350,1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,2350,1,True,0,2,2,1027,0,0,1,1,1,0,11,0,0,1,1,0,1,0,0.55,0.7219859316780444,0.3945616251191561,0.270047839948944,0.5778256036039535
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,2546,0,False,0,1,1,70,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0.75,0.4641305752185344,0.2506468281061806,0.26829426815415963,0.3725941405876508
1245,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,1245,1,True,0,2,1,1371,0,0,1,1,1,1,11,0,0,1,0,1,0,1,0.87,0.757242257091701,0.47765054595798534,0.2682637017103341,0.624798666664732
2561,1966,Graduation,Single,63810.0,0,1,2012-11-11,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,2561,1,True,0,2,1,1371,0,0,1,1,1,1,11,0,0,1,0,1,1,1,0.87,0.757242257091701,0.47765054595798534,0.2682637017103341,0.624798666664732
4580,1969,Graduation,Married,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,4580,3,True,1,4,0,2486,0,1,1,0,0,1,11,0,0,1,1,0,1,1,1.5500000000000005,0.9104156477493359,0.5958231084244024,0.26768717182766194,0.8024130952534309
4058,1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,4058,1,True,0,2,0,811,0,1,1,0,0,0,11,1,0,0,0,1,1,0,0.48,0.7304301796695531,0.46651351099554905,0.26753601428739354,0.6006400873395588
10846,1978,Master,Married,43783.0,1,0,2014-05-29,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,3,11,0,10846,1,True,0,2,1,629,1,1,1,1,0,0,11,0,1,0,1,0,0,1,1.37,0.6287031356180912,0.34329032368751444,0.2667774954749903,0.6040661251837731
6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,3,11,0,6721,0,False,0,1,1,1213,1,1,1,1,0,1,11,0,0,1,1,0,1,1,1.09,0.69034923962375,0.46496238643456206,0.2657027716845511,0.669020157642474
3225,1984,Master,Married,42207.0,1,0,2013-04-01,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,3225,1,True,1,2,1,265,0,0,1,1,0,0,11,0,1,0,1,0,1,0,1.2699999999999998,0.5167761631164514,0.2842501889303847,0.26487012612293553,0.5103514167815149
1772,1975,PhD,Married,79174.0,0,0,2013-01-11,2,1074,37,518,193,92,129,1,5,6,7,2,0,0,1,1,0,0,3,11,1,1772,2,True,1,3,0,2043,1,1,1,0,0,1,11,1,0,0,1,0,1,1,1.6,0.9331158697167804,0.6255046393875511,0.26459328955329564,0.7335970872580337
3376,1970,Master,Divorced,55282.0,1,0,2013-12-13,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,3,11,0,3376,0,False,0,1,1,235,1,0,1,0,0,0,11,0,1,0,0,1,1,0,0.61,0.5493136785621828,0.31930191760122967,0.26269916743856303,0.45635338046873775
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,3,11,0,10524,0,False,0,1,1,795,1,0,1,1,0,1,11,0,1,0,0,1,0,0,1.03,0.5909920816929558,0.3987687241369768,0.2624209552439762,0.4628353438957425
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,5985,0,False,0,1,1,122,1,0,0,1,0,0,11,0,1,0,0,1,0,1,1.19,0.4957784271461543,0.25844110728236314,0.25838209689199665,0.3848635935465065
10175,1958,PhD,Divorced,32173.0,0,1,2013-08-01,0,18,0,2,0,0,2,1,1,0,3,4,0,0,0,0,0,0,3,11,0,10175,0,False,0,1,1,22,1,0,0,0,0,0,11,1,0,0,0,1,0,0,0.75,0.4357184824269997,0.2147250335378837,0.25811313287752913,0.3371822204063903
1173,1947,Master,Together,77632.0,0,0,2013-03-10,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,3,11,1,1173,2,True,1,3,0,2252,0,0,1,0,0,0,11,0,1,0,1,0,0,1,1.17,0.8345341977436327,0.564910859552192,0.2569934820610199,0.6952565345615652
3595,1963,Graduation,Together,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,3,11,0,3595,0,False,0,1,1,1138,1,1,1,0,0,1,11,0,0,1,1,0,0,1,0.81,0.6906900681120401,0.49080217937069714,0.25564698485316667,0.6999681006320281
1172,1983,PhD,Married,92491.0,0,0,2013-05-01,71,979,44,935,29,25,22,1,7,5,12,3,0,1,1,1,0,0,3,11,1,1172,3,True,1,4,0,2034,0,1,1,0,0,1,11,1,0,0,1,0,1,1,1.33,0.9094526901305754,0.5997701202517868,0.2549311003483142,0.7832975153064058
944,1962,Graduation,Married,56181.0,0,1,2013-01-08,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,3,11,0,944,0,False,0,1,1,393,1,0,1,0,0,0,11,0,0,1,1,0,0,1,0.67,0.6062696287483389,0.37337406572748943,0.25431014537937596,0.5591530041660462
3202,1987,PhD,Married,51563.0,0,0,2012-10-01,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,3,11,0,3202,2,True,0,3,0,1250,0,0,1,0,1,1,11,1,0,0,1,0,1,0,0.55,0.7200300869427282,0.43817446174055324,0.2539138369446754,0.5525245251079719
7321,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,7321,1,True,0,2,0,1033,0,0,0,0,0,1,11,0,0,1,1,0,0,1,0.84,0.7783264152295907,0.4619177324741231,0.2527813893815584,0.6407084495272253
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,4998,1,True,0,2,0,1033,0,0,0,0,0,1,11,0,0,1,1,0,1,1,0.84,0.7783264152295907,0.4619177324741231,0.2527813893815584,0.6407084495272253
6424,1977,Graduation,Together,33178.0,1,0,2014-01-30,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,3,11,0,6424,0,False,0,1,1,49,1,0,0,0,0,0,11,0,0,1,1,0,0,0,0.97,0.4167947321574076,0.26623045184336047,0.2526692167699943,0.42391517096319753
544,1954,Graduation,Married,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,544,0,False,0,1,0,976,0,0,1,0,0,1,11,0,0,1,1,0,1,0,0.36,0.6361621744243436,0.4206810952659192,0.25171836905558337,0.5706706949626572
1077,1974,Graduation,Together,56715.0,0,0,2012-12-05,52,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,3,11,0,1077,0,False,0,1,0,1020,0,1,0,0,0,1,11,0,0,1,1,0,0,0,0.36,0.6118568513091109,0.3398894809771595,0.25004713960916763,0.5963625444644853
