customer_id,pred_uplift,p_if_treated,p_if_control,treatment,outcome
3376,0.26269916743856303,0.5493136785621828,0.31930191760122967,1,0
10524,0.2624209552439762,0.5909920816929558,0.3987687241369768,0,0
5985,0.25838209689199665,0.4957784271461543,0.25844110728236314,0,1
10175,0.25811313287752913,0.4357184824269997,0.2147250335378837,0,0
1173,0.2569934820610199,0.8345341977436327,0.564910859552192,0,1
3595,0.25564698485316667,0.6906900681120401,0.49080217937069714,0,1
1172,0.2549311003483142,0.9094526901305754,0.5997701202517868,1,1
944,0.25431014537937596,0.6062696287483389,0.37337406572748943,0,1
3202,0.2539138369446754,0.7200300869427282,0.43817446174055324,1,0
7321,0.2527813893815584,0.7783264152295907,0.4619177324741231,0,1
4998,0.2527813893815584,0.7783264152295907,0.4619177324741231,1,1
6424,0.2526692167699943,0.4167947321574076,0.26623045184336047,0,0
544,0.25171836905558337,0.6361621744243436,0.4206810952659192,1,0
1077,0.25004713960916763,0.6118568513091109,0.3398894809771595,0,0
2408,0.24864413912491562,0.6141731190351316,0.346171061076464,1,0
4127,0.2475983040379694,0.8686350961856363,0.5952369347484748,1,1
5153,0.2475983040379694,0.8686350961856363,0.5952369347484748,1,1
10448,0.247170289849656,0.6351933964659578,0.32239636898869034,1,0
8029,0.2467680359827487,0.9031068460294951,0.5874615292842094,1,0
988,0.24453840376223462,0.7987637941654516,0.5163029627491721,0,0
2613,0.24372699702500872,0.5475178380376655,0.3520077785289388,0,0
2162,0.2432175275122055,0.6128806065523594,0.3635433503902078,0,0
9970,0.2421995883834491,0.5386049113694191,0.33179234454264145,1,1
2814,0.24149128586848712,0.42841604166721453,0.20447220677520886,1,1
1685,0.24116945035586698,0.7921004681027379,0.5155323897131089,1,1
1763,0.24116095837004117,0.924652031969884,0.6225769262234562,1,1
454,0.24038296586047087,0.6049833832659236,0.452297153895204,1,0
5628,0.24004849689884777,0.8040646358935563,0.5289896405701594,1,1
4310,0.2396317049836112,0.8816271918459425,0.6057894583763151,1,1
