id,year_birth,education,marital_status,income,kidhome,teenhome,dt_customer,recency,mntwines,mntfruits,mntmeatproducts,mntfishproducts,mntsweetproducts,mntgoldprods,numdealspurchases,numwebpurchases,numcatalogpurchases,numstorepurchases,numwebvisitsmonth,acceptedcmp3,acceptedcmp4,acceptedcmp5,acceptedcmp1,acceptedcmp2,complain,z_costcontact,z_revenue,response,customer_id,prior_accepts,accepted_any_prior,response_last_campaign,campaign_touch_total,children,total_spend,high_recency,web_loyal,store_loyal,deal_engaged,web_heavy,catalog_engaged,revenue_band,education_phd,education_master,education_graduation,married,single,treatment,outcome,true_uplift_logit,p_if_treated,p_if_control,pred_uplift,propensity
8036,1971,2n Cycle,Together,26850.0,1,1,2014-04-18,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,3,11,0,8036,0,False,0,1,2,63,1,0,0,1,0,0,11,0,0,0,1,0,0,1,0.8500000000000001,0.4811012843994818,0.23773476431360194,0.5349598121798675,0.3986191661831662
9323,1949,Master,Together,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,3,11,1,9323,1,True,1,2,1,874,1,1,1,1,1,1,11,0,1,0,1,0,1,1,1.61,0.7896341894337747,0.3807230132054885,0.5343606753449309,0.6967640378548315
6205,1967,Master,Single,32557.0,1,0,2014-02-24,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,6205,0,False,1,1,1,80,1,0,0,1,0,0,11,0,1,0,0,1,0,0,1.54,0.5034046075408993,0.26580178613430133,0.5339578666499007,0.4381769031905598
1081,1957,PhD,Married,75283.0,1,2,2013-03-27,26,733,9,180,12,19,66,11,6,3,5,4,0,0,0,0,0,0,3,11,0,1081,0,False,0,1,3,1019,1,1,1,1,0,1,11,1,0,0,1,0,1,1,0.6900000000000001,0.6825880127221773,0.4110594601955846,0.5326310244170577,0.6584080254594843
5350,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,1,5350,1,True,1,2,0,2525,1,0,1,0,0,1,11,0,1,0,0,1,0,0,1.5799999999999996,0.8985295313371046,0.5870626178464308,0.5273511868105326,0.7700850495119406
5453,1956,Master,Married,90226.0,0,0,2012-09-26,26,1083,108,649,253,151,108,1,4,7,12,2,0,0,0,1,0,0,3,11,0,5453,1,True,0,2,0,2352,1,0,1,0,0,1,11,0,1,0,1,0,1,1,1.23,0.8706923851622601,0.6261962908195009,0.5156860819931803,0.7539956418004427
8132,1975,PhD,Married,60631.0,1,1,2013-04-05,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,3,11,0,8132,1,True,0,2,2,661,0,1,1,1,0,0,11,1,0,0,1,0,1,0,0.5800000000000001,0.7147010314614339,0.3999505326947945,0.5105625812038456,0.5691359071938004
5726,1983,Master,Single,31788.0,1,0,2014-03-20,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,5726,0,False,0,1,1,60,1,0,0,1,0,0,11,0,1,0,0,1,0,0,1.19,0.4901227665574416,0.2465389942644749,0.5042791298967594,0.40889350847903844
1118,1956,Master,Married,50965.0,0,1,2013-02-20,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,3,11,0,1118,1,True,0,2,1,685,0,1,1,1,1,1,11,0,1,0,1,0,0,0,0.81,0.709536941478514,0.3562040465066041,0.5018474863624083,0.5682237147365163
5735,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,3,11,0,5735,1,True,0,2,0,2525,1,0,1,0,0,1,11,0,1,0,0,1,0,0,1.23,0.8438019427383107,0.5836207873727176,0.497754982159323,0.7268008382964444
2798,1977,PhD,Together,102160.0,0,0,2012-11-02,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,2798,3,True,1,4,0,1240,0,1,1,0,0,1,11,1,0,0,1,0,1,1,1.33,0.9007590303619132,0.5636946463569317,0.48605594729862134,0.7419911627347954
4137,1948,Graduation,Together,70666.0,0,0,2013-12-06,29,398,40,367,119,122,30,1,7,4,4,4,0,0,0,0,0,0,3,11,0,4137,0,False,0,1,0,1076,1,1,0,0,0,1,11,0,0,1,1,0,1,1,0.81,0.6944042915328817,0.42813678330151966,0.4801553713575123,0.6868024575573904
3595,1963,Graduation,Together,77226.0,0,1,2014-02-28,29,631,43,239,128,76,21,2,6,8,12,3,0,0,0,0,0,0,3,11,0,3595,0,False,0,1,1,1138,1,1,1,0,0,1,11,0,0,1,1,0,0,1,0.81,0.6906900681120401,0.49080217937069714,0.47835219043254,0.6999681006320281
3010,1989,Master,Together,88420.0,0,0,2014-05-02,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,3,11,0,3010,3,True,0,4,0,2069,0,0,1,0,0,1,11,0,1,0,1,0,0,1,1.14,0.862816724487457,0.6365171532869359,0.4668134747009317,0.697797440640396
2350,1972,Graduation,Married,59666.0,1,1,2013-03-22,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,3,11,0,2350,1,True,0,2,2,1027,0,0,1,1,1,0,11,0,0,1,1,0,1,0,0.55,0.7219859316780444,0.3945616251191561,0.46183012697825887,0.5778256036039535
873,1949,Master,Married,62845.0,1,1,2012-10-01,3,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,0,3,11,1,873,1,True,1,2,2,1178,1,0,1,1,1,1,11,0,1,0,1,0,1,1,1.4299999999999995,0.8301688673817714,0.4047650535120751,0.45827656801394784,0.7262315268838117
8566,1961,PhD,Together,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,8566,0,False,0,1,2,9,1,0,0,0,0,0,11,1,0,0,1,0,0,0,0.5700000000000001,0.43195125821195596,0.18901676675965784,0.4543302526773839,0.3217815015315759
8029,1988,Master,Single,90247.0,0,0,2014-04-29,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,3,11,1,8029,3,True,1,4,0,1621,1,0,1,0,0,1,11,0,1,0,0,1,1,0,1.94,0.9031068460294953,0.5874615292842094,0.44471622158459745,0.7483581637030946
3643,1974,Master,Married,63206.0,0,0,2014-03-20,65,750,8,125,11,8,26,1,4,3,6,2,0,0,1,0,0,0,3,11,0,3643,1,True,0,2,0,928,0,0,1,0,0,1,11,0,1,0,1,0,0,0,0.7799999999999999,0.775266153703158,0.4486048449872045,0.44154201631877793,0.5662030469218786
4767,1965,2n Cycle,Married,70924.0,0,0,2014-04-07,41,635,114,254,132,152,76,1,6,6,7,3,0,0,1,0,0,0,3,11,0,4767,1,True,0,2,0,1363,0,1,1,0,0,1,11,0,0,0,1,0,1,1,0.62,0.8205568435624078,0.5548345781441381,0.43847415827074987,0.6120864755292428
10240,1949,Graduation,Together,69372.0,0,0,2013-02-19,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,10240,2,True,1,3,0,1381,1,1,1,0,0,1,11,0,0,1,1,0,1,1,1.82,0.8709166617084217,0.5316470767427838,0.43591610365278516,0.8028265878510152
1763,1988,Graduation,Together,87679.0,0,0,2013-07-27,62,1259,172,815,97,148,33,1,7,11,10,4,1,0,1,1,0,0,3,11,1,1763,3,True,1,4,0,2524,0,1,1,0,0,1,11,0,0,1,1,0,1,1,1.5500000000000005,0.924652031969884,0.6225769262234562,0.4351270113441544,0.7971252789956871
5985,1965,Master,Single,33168.0,0,1,2012-10-13,0,80,1,37,0,1,3,3,2,1,4,7,0,0,0,0,0,0,3,11,0,5985,0,False,0,1,1,122,1,0,0,1,0,0,11,0,1,0,0,1,0,1,1.19,0.4957784271461543,0.25844110728236314,0.43465865515765595,0.3848635935465065
2814,1976,Master,Together,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0,0,0,0,0,3,11,0,2814,0,False,0,1,1,31,1,0,0,0,0,0,11,0,1,0,1,0,1,1,0.91,0.42841604166721453,0.20447220677520891,0.4265606436106469,0.36304126976334705
6299,1968,PhD,Divorced,42564.0,0,1,2013-01-02,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,3,11,1,6299,1,True,1,2,1,813,1,1,0,1,0,1,11,1,0,0,0,1,1,1,1.6999999999999995,0.7694610961693948,0.3830627074483461,0.42632576362837166,0.5887634889722115
6200,1951,Graduation,Married,75903.0,0,1,2013-04-08,50,340,108,185,130,38,100,2,6,6,9,3,0,0,0,0,0,0,3,11,0,6200,0,False,0,1,1,901,0,1,1,0,0,1,11,0,0,1,1,0,0,1,0.36,0.6536733043498741,0.4812383320839764,0.42524866104230885,0.6190878083183288
1079,1971,PhD,Married,71969.0,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,1,0,0,0,0,3,11,0,1079,1,True,0,2,1,1086,0,0,1,1,1,1,11,1,0,0,1,0,1,0,0.65,0.7896419192587342,0.4589531542348065,0.4227906441806221,0.548624567786799
10972,1949,Graduation,Widow,72298.0,0,0,2014-03-10,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,3,11,0,10972,2,True,0,3,0,939,0,0,1,0,0,1,11,0,0,1,0,1,1,1,1.02,0.7831343250543693,0.468346852381168,0.4227436195888702,0.6234369401856144
8911,1967,PhD,Married,56320.0,0,1,2013-04-08,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,3,11,0,8911,0,False,0,1,1,702,1,1,1,1,0,1,11,1,0,0,1,0,1,1,0.87,0.6809349004866635,0.3782389879779759,0.42106027478046415,0.5565751532392144
4827,1956,PhD,Single,54998.0,0,1,2013-03-10,3,154,22,202,39,30,8,5,4,2,9,4,0,0,0,0,0,0,3,11,1,4827,0,False,1,1,1,455,1,0,1,1,0,0,11,1,0,0,0,1,0,0,1.08,0.6353774716836686,0.37644751315356784,0.4196002064946006,0.5897582260198078
1592,1970,Graduation,Married,90765.0,0,0,2014-01-24,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,1592,2,True,0,3,0,1724,1,0,1,0,0,1,11,0,0,1,1,0,1,1,1.4700000000000002,0.8634693753127876,0.610654853431275,0.4189091355983303,0.739452041864178
9432,1977,Graduation,Together,666666.0,1,0,2013-06-02,23,9,14,18,8,1,12,4,3,1,3,6,0,0,0,0,0,0,3,11,0,9432,0,False,0,1,1,62,1,0,0,1,0,0,11,0,0,1,1,0,1,1,0.95,0.5190032545958484,0.353778326514175,0.4166747791697624,0.9986586996077572
837,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,0,837,0,False,0,1,2,174,1,0,1,1,0,0,11,0,0,1,1,0,0,1,0.77,0.5560010467715082,0.2765138277449326,0.4159248155466717,0.5019634975807046
6721,1951,Graduation,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0,0,0,0,0,3,11,0,6721,0,False,0,1,1,1213,1,1,1,1,0,1,11,0,0,1,1,0,1,1,1.09,0.6903492396237499,0.46496238643456206,0.41326610835680755,0.669020157642474
10507,1977,2n Cycle,Divorced,59601.0,0,1,2013-07-25,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,3,11,0,10507,1,True,0,2,1,797,1,0,1,1,1,0,11,0,0,0,0,1,0,0,0.96,0.7464537179128892,0.40531363724366676,0.41313089745028553,0.5273658923089277
10521,1977,Graduation,Married,54809.0,1,1,2013-09-11,0,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,3,11,1,10521,0,False,1,1,2,174,1,0,1,1,0,0,11,0,0,1,1,0,1,1,1.12,0.5610405235412896,0.2851942114131623,0.4125569399206524,0.5592685663743794
7476,1964,Master,Single,63972.0,0,1,2012-12-02,93,928,63,254,0,12,12,4,5,4,10,4,0,1,0,0,0,0,3,11,0,7476,1,True,0,2,1,1269,0,1,1,1,0,1,11,0,1,0,0,1,1,0,1.06,0.7878791770055973,0.4824065025977339,0.4119660590587645,0.5733360038472795
9952,1947,Master,Together,78093.0,0,0,2013-12-11,53,368,32,639,13,43,10,1,4,7,5,1,0,0,0,0,0,0,3,11,0,9952,0,False,0,1,0,1105,0,0,1,0,0,1,11,0,1,0,1,0,0,1,0.3,0.6407369440348557,0.5100483848607558,0.40816366838253904,0.5667602077076729
2521,1971,Master,Married,35178.0,1,0,2013-01-10,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,2521,1,True,1,2,1,59,1,0,0,0,0,0,11,0,1,0,1,0,1,0,1.74,0.5459020822992606,0.27254159312858,0.4068532426096064,0.4406622874009591
5074,1986,Master,Married,28072.0,1,0,2013-07-08,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,5074,0,False,0,1,1,47,1,0,0,0,0,0,11,0,1,0,1,0,0,0,0.91,0.41261808489125124,0.2342236756356687,0.4064188857940902,0.35826466132011
8702,1976,2n Cycle,Together,26907.0,1,1,2013-08-20,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,3,11,0,8702,0,False,0,1,2,22,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0.5700000000000001,0.41303847596979176,0.18504509935719243,0.4050909618127769,0.3511625533546436
10270,1981,2n Cycle,Married,35523.0,1,0,2013-10-03,8,11,5,22,12,5,11,2,3,0,3,7,0,0,0,0,0,0,3,11,0,10270,0,False,0,1,1,66,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0.75,0.4417877599533673,0.23958816702169713,0.4016578062693963,0.43837111323178185
7247,1960,Graduation,Widow,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,1,0,0,0,0,3,11,0,7247,1,True,0,2,1,606,0,1,1,1,0,1,11,0,0,1,0,1,1,1,1.12,0.6892494373982637,0.35729918142267814,0.39990865828132227,0.5647313268738188
2669,1993,Graduation,Single,74293.0,0,0,2014-05-04,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,2669,0,False,0,1,0,1127,0,1,1,0,0,1,11,0,0,1,0,1,0,0,0.36,0.64056598343706,0.48800878732935427,0.3985513333330702,0.5896034174785625
3050,1966,Graduation,Married,54198.0,1,1,2013-12-17,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,3050,0,False,0,1,2,235,1,0,1,1,0,0,11,0,0,1,1,0,1,0,0.77,0.5321446051769176,0.28144457439680964,0.3983180637200552,0.5581786807735074
4679,1977,Master,Married,78710.0,0,1,2014-05-23,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,3,11,0,4679,0,False,0,1,1,1092,0,1,1,1,0,1,11,0,1,0,1,0,1,1,0.5800000000000001,0.6563959779459827,0.4914333360945265,0.39648571485874345,0.6276601300977687
5872,1951,Graduation,Single,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,3,11,0,5872,0,False,0,1,1,639,1,0,1,1,0,1,11,0,0,1,0,1,0,0,1.09,0.6542189664341181,0.4054961915993621,0.39518987710858683,0.6304826310771032
9904,1956,Graduation,Married,71391.0,0,1,2013-03-29,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,3,11,0,9904,0,False,0,1,1,1043,0,1,1,1,0,1,11,0,0,1,1,0,1,1,0.64,0.668571726015954,0.43988689641561857,0.39512955567438307,0.6680151207299055
4058,1955,PhD,Single,61284.0,0,0,2013-10-12,76,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,3,11,0,4058,1,True,0,2,0,811,0,1,1,0,0,0,11,1,0,0,0,1,1,0,0.48,0.7304301796695531,0.46651351099554905,0.3938118033821647,0.6006400873395588
3968,1970,2n Cycle,Divorced,65706.0,0,0,2013-06-28,77,918,10,129,13,0,129,1,11,3,12,7,0,1,1,0,1,0,3,11,1,3968,3,True,1,4,0,1199,0,1,1,0,0,1,11,0,0,0,0,1,0,0,1.33,0.8403405601242149,0.4805271650136687,0.3902615909737138,0.7613247382817433
2546,1977,2n Cycle,Single,31878.0,0,1,2014-06-22,7,23,4,5,10,5,23,1,1,0,4,3,0,0,0,0,0,0,3,11,0,2546,0,False,0,1,1,70,1,0,0,0,0,0,11,0,0,0,0,1,0,0,0.75,0.4641305752185344,0.2506468281061806,0.38674930650942757,0.3725941405876508
9516,1971,2n Cycle,Divorced,49118.0,0,0,2012-08-18,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,0,3,11,1,9516,2,True,1,3,0,1229,0,1,1,0,0,1,11,0,0,0,0,1,1,1,1.15,0.7854990497963302,0.47538783487294617,0.3817937792976945,0.6732933430067832
6421,1961,Graduation,Together,88347.0,0,0,2013-07-03,32,1050,178,555,77,138,118,1,4,7,9,1,0,0,0,1,0,0,3,11,0,6421,1,True,0,2,0,2116,0,0,1,0,0,1,11,0,0,1,1,0,1,1,0.84,0.8613074540966221,0.6227192946870101,0.37971461103745036,0.71236818729185
10858,1975,Graduation,Together,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0,0,0,0,0,3,11,0,10858,0,False,0,1,2,820,0,1,1,1,0,1,11,0,0,1,1,0,1,1,0.46,0.6601807346757282,0.4268961237354647,0.3784985031301006,0.6415045994080244
7321,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,7321,1,True,0,2,0,1033,0,0,0,0,0,1,11,0,0,1,1,0,0,1,0.84,0.7783264152295907,0.4619177324741231,0.3756361708524794,0.6407084495272253
4998,1962,Graduation,Together,76081.0,0,0,2014-05-23,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,3,11,0,4998,1,True,0,2,0,1033,0,0,0,0,0,1,11,0,0,1,1,0,1,1,0.84,0.7783264152295907,0.4619177324741231,0.3756361708524794,0.6407084495272253
8026,1952,Graduation,Married,62998.0,0,1,2013-09-30,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,8026,0,False,0,1,1,463,1,1,1,1,0,1,11,0,0,1,1,0,1,0,1.09,0.6780373630066227,0.38005694076755697,0.37444301007544384,0.6184995971040227
8216,1972,Master,Married,53761.0,1,1,2013-10-11,7,158,0,76,13,7,71,6,4,4,3,5,0,0,0,0,0,0,3,11,0,8216,0,False,0,1,2,325,1,0,0,1,0,1,11,0,1,0,1,0,0,0,0.85,0.564846480747083,0.3149366660752401,0.3714811133339635,0.5320861986027314
7349,1973,Basic,Together,9722.0,1,0,2012-10-02,7,6,17,16,6,16,42,4,3,1,3,8,0,0,0,0,0,0,3,11,1,7349,0,False,1,1,1,103,1,0,0,1,1,0,11,0,0,0,1,0,0,0,1.13,0.4457968455580917,0.26178649671550136,0.36989296455853016,0.43765868006528985
2285,1954,Master,Together,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0,0,0,0,0,3,11,0,2285,0,False,0,1,1,335,1,1,1,1,0,0,11,0,1,0,1,0,0,0,1.19,0.516577277873201,0.3262841262971486,0.3696746023237557,0.4460374082913702
6963,1947,Graduation,Single,77457.0,0,0,2014-03-05,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,6963,1,True,0,2,0,1157,0,0,1,0,0,1,11,0,0,1,0,1,0,1,0.84,0.7648473241011824,0.5017053829547625,0.3683629164528236,0.62136272527048
1175,1983,Master,Married,36262.0,0,0,2013-09-20,24,88,39,54,64,28,153,1,3,5,3,6,1,0,0,0,0,0,3,11,1,1175,1,True,1,2,0,426,1,0,0,0,0,1,11,0,1,0,1,0,0,0,1.88,0.7073201004224337,0.3531929478085083,0.36685853156248804,0.5469165162352048
4580,1969,Graduation,Married,75759.0,0,0,2013-10-25,46,1394,22,708,89,91,182,1,9,7,9,5,1,0,1,1,0,0,3,11,1,4580,3,True,1,4,0,2486,0,1,1,0,0,1,11,0,0,1,1,0,1,1,1.5500000000000005,0.9104156477493357,0.5958231084244026,0.36637794285692593,0.8024130952534309
10241,1975,2n Cycle,Divorced,11448.0,0,0,2013-12-15,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,3,11,0,10241,0,False,0,1,0,14,1,0,0,0,0,0,11,0,0,0,0,1,0,1,0.75,0.4081496569273237,0.1969077712286429,0.35834602615457223,0.33042232028020335
1990,1974,PhD,Single,63159.0,0,0,2012-11-05,74,965,34,586,89,86,37,1,3,5,8,3,1,0,0,0,0,0,3,11,0,1990,1,True,0,2,0,1797,0,0,1,0,0,1,11,1,0,0,0,1,1,1,0.62,0.8026078041156378,0.5340354232586343,0.3550023864760241,0.5465920604941503
257,1959,PhD,Married,75032.0,0,1,2013-04-28,74,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,3,11,0,257,0,False,0,1,1,1215,0,1,1,0,0,1,11,1,0,0,1,0,1,0,0.14,0.5989219359146934,0.511114201029108,0.35484257921720397,0.5656837694368123
5832,1960,2n Cycle,Together,92556.0,0,0,2014-04-20,32,493,183,352,184,23,28,0,3,5,13,0,0,0,0,0,0,0,3,11,0,5832,0,False,0,1,0,1263,0,0,1,0,0,1,11,0,0,0,1,0,1,1,0.14,0.6466322171177074,0.5331132503546353,0.35349769522860963,0.6535166653863572
10548,1995,Graduation,Single,71163.0,0,0,2014-03-09,30,283,17,372,138,106,44,1,3,8,12,1,0,0,0,0,0,0,3,11,0,10548,0,False,0,1,0,960,1,0,1,0,0,1,11,0,0,1,0,1,1,1,0.81,0.687915972600578,0.5195931584222422,0.3471470428316701,0.6516759342719161
9206,1968,Graduation,Together,77382.0,0,1,2014-01-07,36,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,3,11,0,9206,1,True,0,2,1,1121,0,1,1,0,0,1,11,0,0,1,1,0,0,1,0.84,0.8087423020644445,0.5102703802351916,0.3469225276238767,0.6520784350219165
10524,1963,Master,Divorced,49476.0,0,1,2013-06-20,29,386,23,95,54,41,196,4,2,11,5,2,0,0,0,0,0,0,3,11,0,10524,0,False,0,1,1,795,1,0,1,1,0,1,11,0,1,0,0,1,0,0,1.03,0.5909920816929558,0.3987687241369768,0.3464060144048545,0.4628353438957425
544,1954,Graduation,Married,62820.0,0,0,2013-05-11,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,3,11,0,544,0,False,0,1,0,976,0,0,1,0,0,1,11,0,0,1,1,0,1,0,0.36,0.6361621744243436,0.4206810952659192,0.3439351419162904,0.5706706949626572
7233,1972,Graduation,Married,69209.0,0,0,2012-09-17,4,496,32,849,229,48,128,2,5,3,6,4,0,0,0,1,0,0,3,11,0,7233,1,True,0,2,0,1782,1,1,1,0,0,1,11,0,0,1,1,0,1,1,1.29,0.8272989570534053,0.5465169270594055,0.3429354448461729,0.7066808157916031
697,1969,Graduation,Together,74918.0,0,0,2013-03-12,78,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,3,11,0,697,1,True,0,2,0,2047,0,1,1,0,0,1,11,0,0,1,1,0,1,1,0.84,0.8494554835547411,0.5971664280194652,0.3371127172009,0.6483514781887066
6606,1969,Master,Married,70091.0,1,0,2013-03-31,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,3,11,0,6606,1,True,0,2,1,1161,1,1,1,0,1,0,11,0,1,0,1,0,1,1,0.8399999999999999,0.7603828980119848,0.47460825852629046,0.3344150722572535,0.6107699928202578
454,1980,Graduation,Together,69508.0,1,0,2012-11-14,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,454,0,False,0,1,1,1135,0,1,1,0,0,1,11,0,0,1,1,0,1,0,0.36,0.6049833832659236,0.452297153895204,0.3322199261915403,0.7066142744668633
